peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
46.08,1.6,M,32,20,15,3,0,0,0,N,2,4,4
81.11,1.69,V,31,0,2,0,4,0,0,N,1,1,0
46.66,1.61,M,62,130,2,3,7,1,0,N,2,4,4
57.67,1.79,V,32,10,0,0,1,7,0,N,1,2,3
44.37,1.57,M,35,20,11,10,0,1,0,N,1,3,2
88.41,1.74,V,18,0,3,4,0,1,0,N,2,3,3
73.1,1.68,V,18,0,0,1,12,6,0,N,0,1,4
77.73,1.64,M,36,0,10,0,21,8,0,S,2,3,3
87.04,1.76,V,51,0,10,5,9,10,0,N,2,3,3
50.2,1.67,M,46,50,24,5,8,6,6,N,1,2,2
69.55,1.62,M,26,0,1,0,0,0,0,S,0,1,1
52.63,1.71,M,47,180,0,0,5,0,0,N,1,1,3
45.51,1.59,M,23,50,5,5,0,0,0,N,1,3,4
49.34,1.62,V,63,10,0,0,5,0,0,N,1,1,0
94.46,1.74,V,33,0,7,0,0,5,0,N,0,1,1
89.91,1.77,V,29,0,2,0,11,5,0,N,1,1,1
44.37,1.57,M,20,100,0,2,5,5,0,S,1,1,1
47.82,1.63,M,54,10,0,0,8,9,7,N,1,3,2
59.62,1.82,V,18,50,0,1,6,3,0,N,1,2,3
82.24,1.72,V,51,0,0,2,9,2,0,N,1,1,1
53.25,1.72,V,18,50,7,0,0,0,0,N,0,0,0
44.94,1.58,M,33,30,0,1,0,0,0,N,1,3,2
69.7,1.76,V,39,0,0,1,28,6,9,N,1,2,2
75.58,1.76,M,18,0,0,8,6,0,0,N,2,3,3
75.06,1.62,M,45,0,0,2,0,1,0,N,3,4,4
70.51,1.65,M,45,0,4,0,17,4,0,N,0,2,3
81,1.71,V,33,0,20,0,11,0,0,N,1,2,2
77.05,1.63,M,43,0,0,0,22,16,0,N,1,3,3
83.26,1.68,M,36,0,5,7,1,6,0,N,1,2,3
46.66,1.61,M,44,90,10,1,2,0,0,N,1,3,3
87.85,1.67,M,47,0,0,0,8,11,0,N,1,2,1
43.8,1.56,M,28,90,7,0,0,3,0,N,2,3,2
87.69,1.73,V,40,0,0,0,2,0,0,N,2,4,3
77.43,1.66,M,24,0,0,0,7,6,0,N,1,2,3
92,1.76,M,63,0,0,3,0,4,0,N,1,3,2
54.5,1.74,V,37,160,0,8,0,5,0,N,2,3,1
78.66,1.71,V,44,0,7,7,0,0,0,N,2,3,3
79.63,1.74,V,60,0,0,8,6,0,0,N,2,4,4
51.41,1.69,M,64,110,18,5,6,2,0,N,2,1,1
46.59,1.57,M,42,10,1,4,11,6,0,N,2,0,0
78.95,1.65,M,41,0,0,1,19,11,0,N,1,4,4
90.34,1.75,V,27,0,0,0,20,13,3,N,1,1,1
68.55,1.63,M,21,0,0,4,1,0,0,N,0,1,1
73.87,1.61,M,52,0,0,2,1,0,0,N,2,2,2
123,1.88,V,70,0,0,0,0,14,0,N,0,1,0
47.24,1.62,M,24,80,0,0,19,15,3,N,2,2,2
71.87,1.65,M,34,0,0,8,8,2,0,N,3,3,3
82.93,1.62,M,60,0,4,0,11,6,0,N,2,4,4
55.76,1.76,V,36,180,2,0,6,7,3,N,0,2,2
54.5,1.74,V,34,100,5,3,0,8,0,N,0,1,0
74.13,1.63,M,31,0,0,1,27,18,0,N,1,2,2
88.54,1.69,V,49,0,19,1,2,0,0,N,1,3,4
98.54,1.78,V,20,0,16,0,6,4,2,N,0,2,1
62.27,1.86,V,18,20,13,1,14,3,0,N,2,4,3
56.39,1.77,V,24,210,0,0,0,6,3,N,0,2,2
72,1.63,M,27,0,6,4,0,1,0,N,0,0,0
65.78,1.53,M,25,0,20,4,14,13,0,N,0,2,3
81.16,1.75,V,36,0,2,0,4,0,0,N,1,3,1
52.63,1.71,V,47,120,0,0,17,11,1,N,0,0,0
47.82,1.63,M,33,10,7,0,0,0,0,N,2,2,2
49,1.65,M,38,50,0,4,20,11,0,N,0,1,1
90.06,1.71,V,66,0,4,0,0,0,0,N,1,4,1
89.64,1.72,V,26,0,12,1,0,0,3,S,3,4,2
82.01,1.73,V,49,0,0,0,8,0,0,N,3,4,3
88.13,1.8,V,55,0,0,4,7,10,1,N,0,1,2
111.39,1.81,V,18,0,6,0,0,10,0,N,3,4,4
70.27,1.66,M,45,0,0,0,18,0,0,N,1,3,1
55.12,1.75,V,53,90,5,5,3,9,0,N,2,2,1
73.36,1.61,M,69,0,11,0,0,0,13,N,3,3,3
68.61,1.6,M,18,0,5,5,0,0,0,N,1,2,1
80.15,1.64,M,36,0,0,0,0,0,0,N,3,3,2
82.69,1.75,V,61,0,0,0,10,0,0,N,2,2,4
83.5,1.73,V,21,0,10,2,4,2,0,N,0,2,3
80.34,1.7,M,21,0,0,0,19,7,0,N,2,3,2
49.6,1.66,V,21,40,9,2,5,5,0,N,1,2,2
76.52,1.63,M,30,0,7,4,4,5,0,N,2,4,2
78.54,1.64,M,46,0,14,3,0,1,0,N,2,2,3
99.27,1.81,V,36,0,2,0,0,5,0,N,0,3,3
43.8,1.56,M,40,20,10,0,24,13,0,N,3,3,3
55.76,1.76,V,39,110,10,0,12,6,3,N,3,3,4
84.7,1.73,M,37,0,13,0,8,1,0,N,3,4,4
49,1.65,M,18,90,4,1,0,0,0,S,2,3,3
86.42,1.76,V,32,0,0,3,0,0,0,N,1,1,2
83.54,1.68,M,37,0,3,0,1,7,0,N,1,4,4
53.87,1.73,V,18,300,0,5,1,7,0,N,2,3,4
92.73,1.77,M,46,0,11,2,0,3,2,N,1,3,2
76.52,1.63,M,58,0,0,0,3,0,0,N,0,0,0
78.41,1.65,M,26,0,22,0,0,0,0,N,1,3,3
47.43,1.58,M,30,10,0,0,0,6,0,N,1,2,4
50.8,1.68,M,52,20,8,0,0,4,4,N,1,2,4
82.7,1.68,M,28,0,2,1,4,2,0,N,1,2,0
81.44,1.67,M,19,0,1,0,3,5,0,N,1,3,3
46.08,1.6,M,46,10,0,6,5,0,0,N,1,2,2
54.5,1.74,V,53,90,8,1,0,5,2,N,2,4,3
81.57,1.68,V,45,0,3,1,15,7,0,N,2,2,2
80.54,1.69,V,48,0,4,0,0,0,4,N,1,2,4
51.41,1.69,V,52,40,8,5,0,0,4,N,2,2,2
85.24,1.68,V,32,0,2,1,7,6,0,S,0,0,0
77.71,1.66,V,56,0,0,6,8,7,0,N,0,0,0
92.64,1.74,V,39,0,0,0,0,2,0,N,2,3,3
72.75,1.66,V,53,0,1,2,11,5,2,N,0,2,3
81.29,1.68,V,18,0,0,5,7,7,0,N,1,2,1
55.76,1.76,V,55,60,0,0,31,22,3,N,0,0,1
73.7,1.57,M,53,0,7,2,0,3,2,N,2,3,3
90.09,1.73,V,36,0,0,1,10,4,0,N,3,2,2
46.66,1.61,M,51,30,0,3,0,0,4,N,2,4,3
51.41,1.69,V,28,70,0,0,15,10,0,N,0,1,1
76.87,1.7,M,49,0,3,3,13,4,0,N,1,2,2
79.14,1.58,M,50,0,0,4,0,2,0,N,2,1,1
79.4,1.69,M,44,0,9,0,4,1,0,N,0,1,3
50.2,1.67,M,31,40,6,0,22,11,0,N,1,1,1
51.41,1.69,M,38,70,0,3,6,8,6,N,2,3,4
73.64,1.58,M,29,0,11,5,0,0,0,N,2,4,4
87.28,1.75,M,54,0,0,6,12,6,0,N,2,2,2
50.8,1.68,M,18,30,0,0,8,7,0,N,1,2,3
73.87,1.61,M,27,0,0,1,0,1,0,N,1,3,4
46.66,1.61,M,41,40,0,5,0,1,0,N,1,2,0
53.25,1.72,V,33,10,0,1,8,8,5,N,1,2,1
90.96,1.75,V,41,0,4,2,7,4,0,N,2,2,0
58.32,1.8,V,75,40,0,0,26,16,0,S,2,3,3
48.41,1.64,M,35,140,2,1,14,4,3,N,0,1,0
91.57,1.78,V,28,0,2,0,0,0,0,N,2,3,3
79.44,1.63,M,34,0,0,0,0,0,0,N,3,3,2
54.5,1.74,V,46,110,0,1,8,0,4,N,2,1,2
82.24,1.72,V,38,0,0,0,2,0,0,S,1,2,1
55.76,1.76,V,57,20,8,0,12,5,0,N,1,3,3
79.2,1.67,M,59,0,11,0,16,2,2,N,1,2,0
61.61,1.85,V,25,110,16,0,2,0,0,N,2,4,4
54.5,1.74,V,37,170,0,1,0,3,0,N,1,4,4
91.82,1.71,V,23,0,0,1,0,9,0,N,1,0,0
86.93,1.68,M,18,0,13,0,0,5,0,N,1,3,3
83.63,1.71,V,41,0,2,6,0,4,0,S,1,3,3
78.37,1.67,M,25,0,12,6,1,2,4,N,1,2,2
93.36,1.77,V,21,0,16,3,4,5,0,N,1,1,1
50.2,1.67,M,18,40,13,0,0,0,0,N,1,1,1
50.2,1.67,M,18,70,14,3,12,5,0,N,2,4,3
86.09,1.72,V,38,0,4,1,0,1,0,N,0,2,1
79.92,1.76,V,35,0,0,3,9,0,0,N,2,3,4
66.62,1.61,M,19,0,0,3,0,0,0,N,0,3,3
91.13,1.74,V,52,0,24,1,23,14,5,N,0,0,0
49.6,1.66,M,54,30,0,1,0,8,0,N,2,2,0
86.73,1.67,M,22,0,2,2,0,12,0,N,2,2,4
51.41,1.69,M,23,40,0,2,3,0,0,N,1,2,3
76.14,1.58,M,52,0,8,0,3,6,0,N,1,3,4
84.4,1.73,V,60,0,0,0,10,3,0,N,2,3,2
79.34,1.64,M,42,0,22,0,1,0,NA,N,2,4,3
89.38,1.84,V,18,0,10,3,20,2,0,N,2,3,3
90.36,1.79,V,18,0,0,0,1,3,0,N,1,3,1
58.97,1.81,V,18,40,0,2,17,11,0,N,0,0,0
50.8,1.68,V,36,80,0,5,0,0,0,N,2,4,3
85.9,1.73,V,58,0,5,3,21,12,0,N,0,1,0
78.09,1.67,V,46,0,0,5,0,2,0,N,3,4,4
96.44,1.79,V,51,0,4,0,5,6,1,N,1,2,2
93.28,1.71,M,31,0,0,4,0,12,1,N,2,4,2
86.85,1.71,V,63,0,0,0,0,5,0,N,0,2,1
51.37,1.64,M,45,10,0,6,0,9,0,N,2,4,4
48.41,1.64,M,56,110,7,0,0,0,0,N,2,2,2
56.39,1.77,V,34,40,7,0,8,1,0,N,1,2,2
53.87,1.73,V,36,50,13,4,8,6,0,N,0,0,0
50.2,1.67,M,51,20,1,2,3,8,3,N,2,4,4
83.92,1.64,M,56,0,0,0,13,7,0,N,4,3,3
52.02,1.7,V,38,90,12,5,0,3,0,N,0,2,1
89.39,1.79,V,30,0,0,0,12,10,0,N,1,2,4
93.36,1.77,V,41,0,0,1,0,2,0,N,3,3,3
54.5,1.74,V,39,50,18,0,13,5,0,N,2,4,2
91.88,1.75,V,30,0,3,3,2,5,0,N,0,0,1
99.22,1.75,V,67,0,22,5,0,0,0,N,2,3,4
89.91,1.77,V,48,0,0,0,8,6,0,N,3,4,4
90.34,1.75,V,37,0,4,2,0,6,0,N,3,2,1
91.88,1.78,V,85,0,6,4,0,0,0,N,4,4,4
51.41,1.69,V,30,120,7,8,0,6,0,N,2,2,2
43.8,1.56,M,57,50,0,0,9,4,4,N,0,1,2
90.04,1.79,V,61,0,6,2,0,0,1,N,2,4,4
95.72,1.76,M,41,0,8,6,0,9,0,N,1,4,4
86.06,1.75,V,56,0,10,0,3,0,3,N,1,3,2
88.02,1.71,V,57,0,0,0,0,6,0,N,2,2,3
80.41,1.71,V,31,0,0,5,0,5,0,N,2,4,4
77.06,1.6,M,50,0,0,3,0,2,0,N,1,2,0
47.82,1.63,V,64,120,0,2,10,7,0,N,1,0,1
50.8,1.68,M,46,210,9,0,11,9,4,N,2,4,4
66.82,1.6,M,28,0,0,0,10,0,0,N,2,4,4
93.99,1.77,V,50,0,0,0,0,4,0,N,2,3,3
99.17,1.78,V,29,0,0,6,13,16,0,N,3,3,2
68.32,1.64,M,49,0,0,3,9,0,2,N,1,3,2
81.44,1.67,M,31,0,0,0,0,2,0,N,2,3,3
84.94,1.65,M,37,0,6,0,0,8,0,N,1,4,4
75.31,1.64,M,18,0,19,0,0,0,0,N,1,3,4
100.37,1.82,V,57,0,0,0,10,7,0,N,2,3,2
79.69,1.69,V,24,0,3,4,0,1,0,N,2,3,4
93.1,1.83,V,18,0,2,0,0,0,1,N,1,3,2
80.72,1.68,M,37,0,9,5,4,7,1,N,2,4,3
49,1.65,M,48,210,0,4,0,2,0,N,1,3,3
96.44,1.72,V,51,0,0,0,23,21,0,N,0,1,1
92.89,1.72,V,66,0,16,2,15,5,0,N,1,0,0
79.21,1.78,V,36,0,12,6,6,0,1,N,2,3,4
68.13,1.71,M,36,0,1,7,0,0,3,N,1,1,1
55.12,1.75,V,54,20,0,5,0,0,0,N,3,4,4
54.5,1.74,V,51,120,0,0,11,14,0,N,1,3,3
53.25,1.72,V,28,70,19,1,0,0,0,N,0,1,1
111.72,1.74,V,43,0,5,0,8,18,0,N,1,1,0
67.25,1.59,M,30,0,0,2,8,5,3,N,2,4,4
85.82,1.63,M,70,0,3,2,8,7,0,N,2,2,2
84.8,1.71,V,37,0,29,4,12,1,0,N,0,2,3
103.29,1.78,V,31,0,0,1,0,9,0,N,2,3,3
91.28,1.73,M,63,0,0,0,3,4,0,N,2,2,2
98.23,1.85,V,61,0,0,1,13,8,0,N,0,1,1
70.14,1.63,M,25,0,0,0,12,0,0,N,3,4,4
95.48,1.79,V,53,0,6,0,2,0,0,N,1,1,0
79.34,1.64,M,38,0,12,1,6,3,0,N,0,1,1
66.65,1.58,M,71,0,7,3,8,0,0,N,2,4,4
90.54,1.77,V,57,0,4,0,6,3,0,N,1,2,1
49.6,1.66,M,18,130,0,1,0,0,0,N,1,3,2
71.91,1.62,M,42,0,0,1,4,4,2,N,0,1,0
73.45,1.57,M,42,0,3,4,0,0,1,N,4,4,3
94.63,1.75,V,48,0,0,0,8,13,0,N,2,1,3
87.4,1.69,M,57,0,0,2,9,10,0,N,2,4,4
60.94,1.84,V,37,40,0,0,0,0,0,N,2,3,4
53.87,1.73,V,66,120,7,6,15,16,0,N,2,4,4
53.25,1.72,V,67,110,0,5,8,4,5,N,1,1,0
47.82,1.63,M,45,40,0,0,9,0,0,N,1,2,2
83.23,1.7,V,58,0,0,0,6,5,0,N,1,2,3
58.32,1.8,V,33,20,13,0,0,0,0,N,0,0,1
81.16,1.75,M,40,0,0,4,2,1,0,N,1,3,3
48.41,1.64,M,25,10,7,3,13,12,0,N,1,2,2
96.87,1.86,V,24,0,8,6,4,8,0,N,0,2,1
74.91,1.61,M,22,0,0,0,14,9,1,N,1,1,1
54.91,1.7,M,62,10,0,0,11,10,0,N,0,2,2
85.44,1.75,V,50,0,6,0,3,0,0,S,1,1,4
76.5,1.65,M,38,0,0,0,1,0,0,N,1,3,3
52.63,1.71,V,55,150,0,0,4,7,3,N,0,1,2
82.71,1.77,V,39,0,0,1,8,2,0,N,1,4,4
68.69,1.61,M,58,0,0,0,12,0,0,N,1,0,0
79.88,1.64,M,32,0,11,6,0,7,0,N,0,1,1
80.17,1.72,V,34,0,0,1,16,4,0,N,1,1,2
69.28,1.62,M,39,0,14,0,15,4,0,S,1,3,4
87.59,1.75,V,38,0,0,0,13,8,0,N,1,1,3
100.88,1.72,V,43,0,19,1,10,9,0,N,3,2,0
84.21,1.71,M,49,0,20,3,0,0,0,N,0,1,1
48.41,1.64,M,26,100,4,0,0,0,5,N,0,1,0
82.36,1.7,M,55,0,0,1,0,3,0,S,0,1,0
71.55,1.56,M,40,0,8,1,16,12,0,S,0,3,1
82.17,1.71,V,22,0,0,1,1,0,0,N,2,4,3
102.76,1.77,V,67,0,19,7,1,6,0,S,0,0,0
86.85,1.65,V,45,0,0,3,3,11,0,N,2,1,1
80.84,1.74,M,27,0,0,1,7,0,0,N,2,3,3
78.4,1.75,V,18,0,0,6,0,1,0,N,1,0,1
58.32,1.8,V,32,190,0,0,1,2,3,N,0,0,0
89.01,1.74,V,34,0,0,0,0,4,0,S,0,1,1
105.96,1.87,V,35,0,7,0,12,11,0,S,0,1,2
55.71,1.74,M,32,10,1,5,8,10,0,N,2,4,4
57.03,1.78,V,35,180,6,2,0,0,3,N,1,0,0
82.17,1.71,V,24,0,10,5,0,1,0,N,1,2,0
70.82,1.56,M,39,0,22,0,15,0,0,N,2,2,3
70.56,1.67,M,44,0,0,4,5,0,0,N,1,4,2
55.12,1.75,V,45,80,0,0,3,3,0,N,1,2,4
86.98,1.72,M,29,0,0,3,9,11,0,N,1,4,4
64.41,1.58,M,48,0,2,6,0,2,2,N,0,0,1
76.54,1.6,M,44,0,5,3,13,7,0,N,0,0,0
72.27,1.63,M,40,0,0,1,0,0,0,N,0,0,1
86.06,1.75,V,38,0,0,5,0,0,0,N,1,2,3
58.32,1.8,V,38,50,0,1,6,0,0,N,2,4,4
47.82,1.63,M,25,40,7,0,0,0,0,N,2,2,1
84.9,1.77,V,31,0,4,0,19,17,4,N,0,3,3
92.19,1.7,V,59,0,6,0,7,10,0,N,2,3,4
79.63,1.74,V,18,0,0,3,0,1,3,N,1,2,3
82.05,1.74,V,35,0,11,4,5,0,0,N,0,1,1
47.24,1.62,M,34,220,13,0,0,0,0,N,0,1,0
89.52,1.76,V,54,0,10,4,11,5,2,N,1,1,1
68.02,1.63,M,25,0,13,5,4,0,NA,N,2,3,4
52.02,1.7,M,54,20,7,0,9,12,0,N,1,4,3
79.07,1.64,M,42,0,8,2,9,4,0,N,1,0,2
50.8,1.68,M,18,80,10,0,0,8,1,N,1,1,0
82.75,1.71,V,57,0,11,0,16,2,0,S,2,4,3
72.89,1.64,M,26,0,0,0,12,6,0,N,1,1,2
74.23,1.64,M,19,0,11,5,6,2,0,N,2,4,3
50.2,1.67,M,41,130,5,1,0,0,0,N,1,2,2
45.51,1.59,M,65,80,17,0,27,22,0,N,2,2,2
71.91,1.62,M,29,0,0,0,10,1,0,N,3,4,4
77.61,1.59,M,26,0,15,2,0,1,0,N,1,3,2
69.85,1.79,V,62,10,8,1,0,8,0,N,3,4,3
82.9,1.73,M,34,0,0,0,0,0,0,N,1,1,0
84.02,1.72,V,48,0,1,0,0,0,2,N,2,3,4
84.31,1.72,M,18,0,4,3,5,9,0,N,1,3,3
76.78,1.63,M,26,0,2,0,17,10,0,N,1,0,0
86.26,1.71,M,49,0,0,0,1,0,0,S,2,4,4
87.39,1.73,V,35,0,0,0,0,2,0,N,2,3,3
90.23,1.72,V,55,0,8,0,0,0,0,N,1,3,3
78.95,1.71,V,55,0,0,0,10,5,1,N,2,4,3
80.42,1.64,M,41,0,13,1,0,1,0,S,1,1,3
49,1.65,M,54,10,0,5,0,2,0,N,1,2,1
86.85,1.71,V,22,0,11,0,0,0,0,N,3,4,3
53.87,1.73,V,21,70,3,0,6,5,NA,N,0,1,2
55.76,1.76,V,18,80,2,2,3,1,0,N,3,3,3
56.39,1.77,V,44,130,10,2,0,0,9,N,1,1,1
88.29,1.73,V,20,0,0,1,4,11,0,N,0,2,1
48.41,1.64,M,29,370,18,3,3,4,15,N,0,1,2
93.15,1.78,V,46,0,0,0,28,21,0,N,0,3,3
52.63,1.71,V,68,80,0,0,5,2,0,N,2,2,1
86.49,1.73,M,49,0,0,0,0,0,0,N,1,1,1
52.02,1.7,M,31,30,3,4,20,9,0,N,1,3,3
75.17,1.8,V,40,0,1,6,20,8,0,N,0,1,0
89.79,1.73,V,57,0,1,3,13,11,0,N,1,1,1
81.16,1.67,M,18,0,5,0,0,1,0,N,2,3,4
51.41,1.69,V,43,140,6,0,0,0,5,N,0,1,0
69.63,1.6,M,36,0,7,4,3,0,0,N,1,2,1
79.84,1.61,M,28,0,0,1,0,10,0,N,2,4,4
93.88,1.79,V,38,0,0,2,13,12,0,N,3,4,2
92.83,1.78,V,35,0,0,0,0,0,0,S,2,2,2
74.91,1.61,M,35,0,8,0,14,11,0,N,2,4,4
52.63,1.71,V,28,50,0,1,0,0,5,N,2,2,0
52.02,1.7,V,32,80,11,0,21,8,0,N,1,1,0
47.24,1.62,M,41,140,17,0,4,0,0,N,1,2,3
70.47,1.64,M,39,0,0,0,7,0,0,N,1,3,3
80.13,1.58,M,35,0,2,0,0,8,0,N,1,2,2
75.74,1.72,V,58,0,0,0,0,0,2,N,1,2,2
44.94,1.58,M,58,60,2,0,0,0,0,S,0,2,3
77.98,1.66,M,48,0,0,2,15,11,1,N,1,3,3
54.5,1.74,V,49,40,0,2,0,0,0,N,2,4,3
79.03,1.68,M,64,0,9,0,16,6,0,N,1,3,4
66.44,1.56,M,57,0,0,1,25,5,0,N,2,1,0
94.61,1.8,V,55,0,6,0,8,1,0,N,3,3,3
97.97,1.7,V,37,0,7,0,0,11,0,N,2,3,2
51.41,1.69,M,38,30,5,7,0,0,0,N,1,2,2
78.14,1.65,M,52,0,1,1,14,10,2,N,2,3,4
81.23,1.64,M,46,0,0,2,0,1,1,N,4,4,4
50.2,1.67,V,65,140,13,3,3,0,6,N,1,3,2
85.86,1.8,V,42,0,0,1,2,0,6,N,1,2,3
92.34,1.8,V,41,0,0,4,8,3,0,N,3,3,4
92.52,1.78,V,45,0,0,0,25,20,0,N,0,1,2
85.68,1.71,V,41,0,0,4,0,1,2,N,2,3,1
47.24,1.62,M,39,170,4,4,5,1,10,N,2,4,4
46.08,1.6,M,39,100,4,0,4,0,0,N,2,2,2
50.2,1.67,M,40,40,1,2,21,16,0,N,0,0,1
78.95,1.71,M,39,0,2,7,0,0,0,N,3,4,3
47.24,1.62,M,40,80,0,0,0,0,1,N,2,4,3
76.35,1.59,M,39,0,21,2,13,13,0,N,0,1,1
84.83,1.69,M,53,0,0,6,0,5,0,S,2,2,4
84.39,1.7,M,50,0,11,7,20,11,0,N,1,0,0
57.03,1.78,V,27,60,0,3,0,0,0,N,1,1,1
55.12,1.75,V,74,60,0,3,0,0,0,N,0,0,0
75.96,1.65,M,25,0,0,3,0,0,0,N,1,1,1
79.26,1.77,V,20,0,0,6,0,1,0,N,1,2,2
53.87,1.73,V,29,80,3,0,0,0,NA,N,1,3,3
52.63,1.71,V,24,30,0,1,0,0,0,N,1,1,0
67.9,1.58,M,27,0,0,6,0,3,0,N,1,2,1
86.85,1.71,V,40,0,9,2,0,0,0,N,2,3,3
60.94,1.84,V,24,90,0,1,0,1,0,N,2,4,4
80.86,1.65,M,49,0,0,8,0,4,0,N,0,0,0
52.02,1.7,V,18,110,5,0,33,18,0,N,2,2,2
49.6,1.66,M,29,40,2,0,16,0,0,N,2,2,0
77.32,1.63,V,38,0,7,4,0,4,0,N,2,2,4
72.4,1.58,M,29,0,0,4,0,3,0,N,1,2,2
78.11,1.63,M,38,0,0,1,0,0,0,N,2,1,0
82.05,1.74,V,41,0,10,3,2,0,0,N,0,0,0
55.27,1.71,V,57,10,5,0,23,14,0,N,0,1,0
69.21,1.61,M,34,0,0,3,1,1,0,N,1,4,2
76.33,1.72,V,25,0,0,5,3,0,0,N,2,2,3
57.67,1.79,V,55,30,0,4,7,11,0,N,1,1,2
56.39,1.77,V,59,20,0,0,0,2,0,N,0,0,1
47.24,1.62,V,18,90,0,2,15,4,0,N,2,2,3
92.31,1.76,V,72,0,1,1,5,2,0,N,0,0,1
87.99,1.73,M,38,0,0,0,0,0,0,N,1,3,3
74.83,1.69,M,40,0,0,0,11,0,0,N,2,4,4
47.82,1.63,M,24,70,0,0,14,12,0,N,0,1,2
58.32,1.8,V,53,40,0,6,6,9,0,N,1,1,2
69.63,1.6,V,40,0,4,3,1,0,0,N,0,2,4
90.1,1.82,V,29,0,0,4,0,0,1,N,1,2,4
49,1.65,M,18,90,30,2,0,1,0,N,1,3,2
60.28,1.83,V,35,80,12,1,0,0,3,N,3,4,4
83.65,1.77,V,26,0,7,4,0,0,0,N,2,4,4
76.26,1.69,M,28,0,9,5,0,2,0,N,2,3,4
55.76,1.76,V,40,40,11,2,1,8,0,N,3,4,3
80.59,1.65,M,37,0,10,0,0,0,0,N,0,0,0
70.91,1.6,M,29,0,7,1,0,2,0,N,2,3,3
91.08,1.81,V,26,0,0,3,6,6,0,N,1,1,1
57.67,1.79,V,20,30,13,0,13,7,0,N,2,2,2
70.84,1.67,V,36,0,0,3,12,8,0,N,0,1,3
87.39,1.65,M,60,0,0,0,0,4,0,N,0,1,0
84.91,1.78,V,40,0,2,0,13,6,0,N,2,4,4
80.63,1.7,M,40,0,6,2,20,9,0,N,0,1,1
88.81,1.75,V,18,0,0,0,11,4,0,N,2,4,4
43.8,1.56,M,34,60,0,0,18,4,0,N,2,3,3
44.94,1.58,M,25,20,14,0,17,3,0,N,1,2,1
91.96,1.79,V,36,0,0,2,1,0,0,N,2,3,4
73.22,1.6,M,26,0,9,0,0,0,1,N,2,3,3
57.03,1.78,V,62,190,3,1,0,0,NA,N,2,2,2
86.98,1.72,V,69,0,4,0,4,0,0,N,2,3,3
89.83,1.76,V,18,0,25,3,10,0,0,N,1,2,3
76.32,1.71,V,48,0,9,2,8,0,4,N,2,3,4
91.48,1.77,V,31,0,7,0,2,0,0,N,1,2,2
73.87,1.61,M,30,0,0,0,11,5,0,N,0,3,2
78.95,1.71,M,59,0,0,6,0,0,0,N,0,3,3
84.67,1.68,M,53,0,0,4,0,2,0,N,3,4,2
77.25,1.67,M,54,0,0,11,8,8,0,N,1,1,1
79.91,1.73,M,41,0,0,3,0,0,0,N,2,4,4
87.07,1.83,V,45,0,0,0,26,9,0,N,1,4,4
53.25,1.72,V,58,50,12,0,5,11,1,N,2,4,4
87.76,1.78,V,66,0,0,1,0,0,6,N,2,4,4
85.11,1.69,M,75,0,0,0,0,2,1,N,0,0,0
57.67,1.79,V,42,30,0,1,6,0,0,N,1,3,3
76.03,1.6,M,33,0,7,0,1,1,0,N,2,1,1
78.11,1.63,M,42,0,10,1,4,1,0,S,0,0,0
81,1.8,V,24,0,0,9,0,0,3,N,0,2,2
88.28,1.76,V,39,0,0,0,7,3,0,N,0,2,1
75.08,1.74,V,37,0,7,0,11,0,0,N,0,1,2
76.73,1.61,M,58,0,0,0,11,4,0,N,2,2,0
101.82,1.77,V,23,0,0,0,0,9,0,N,3,4,3
84.22,1.67,V,24,0,9,0,0,0,0,N,1,2,1
85.5,1.72,M,27,0,3,3,0,0,0,N,2,2,1
73.39,1.71,M,59,0,0,0,16,4,0,N,0,3,4
52.02,1.7,M,29,50,0,3,5,5,0,N,1,2,0
55.12,1.75,V,52,60,0,4,0,4,0,N,0,1,1
52.02,1.7,V,63,10,4,1,0,0,0,N,1,2,2
74.66,1.63,V,25,0,2,1,0,0,0,N,1,2,0
54.5,1.74,V,36,120,6,0,0,0,0,N,2,4,3
85.9,1.73,V,49,0,0,0,1,2,0,N,1,2,3
46.08,1.6,M,43,100,0,0,6,0,0,N,1,4,4
90.76,1.76,M,23,0,7,0,3,3,NA,N,0,1,2
50.8,1.68,M,28,60,0,2,10,10,0,N,1,1,2
78.37,1.76,V,18,0,0,0,0,0,1,N,0,0,0
59.62,1.82,V,38,30,6,7,7,8,0,N,0,3,3
91.32,1.79,V,26,0,25,3,13,7,0,N,0,2,2
82.54,1.72,M,27,0,0,0,0,5,0,N,2,3,4
50.2,1.67,V,35,30,8,0,0,0,0,N,0,2,3
78.09,1.67,M,39,0,0,0,13,2,0,N,1,2,3
96.81,1.77,V,37,0,0,1,21,18,0,N,2,3,2
73.38,1.68,M,18,0,0,2,0,0,0,S,0,0,2
88.9,1.76,V,25,0,17,1,0,0,0,N,2,3,4
59.62,1.82,V,46,40,9,0,2,2,0,N,2,2,2
95.66,1.81,V,35,0,17,0,5,0,0,N,1,1,3
65.11,1.55,M,76,0,0,5,4,1,0,N,2,3,4
70.86,1.62,M,69,0,12,1,6,0,0,N,0,3,4
69.65,1.7,M,35,0,0,3,8,0,NA,N,1,3,4
50.2,1.67,M,28,90,0,0,2,0,0,N,0,1,3
86.42,1.76,V,61,0,3,0,6,1,0,N,2,4,4
